Approved_Symbol,Date_Name_Changed,Previous_Symbol,Synonyms,Linked_Genes
p38delta,,PRKM13,MAPK13|SAPK4,PRKM13|MAPK13|SAPK4
MAPK14,,CSPB1|CSBP1|CSBP2,PRKM14|p38|Mxi2|PRKM15,CSPB1|CSBP1|CSBP2|PRKM14|p38|Mxi2|PRKM15
PRKM14,,CSPB1|CSBP1|CSBP2,MAPK14|p38|Mxi2|PRKM15,CSPB1|CSBP1|CSBP2|MAPK14|p38|Mxi2|PRKM15
p38,,CSPB1|CSBP1|CSBP2,MAPK14|PRKM14|Mxi2|PRKM15,CSPB1|CSBP1|CSBP2|MAPK14|PRKM14|Mxi2|PRKM15
Mxi2,,CSPB1|CSBP1|CSBP2,MAPK14|PRKM14|p38|PRKM15,CSPB1|CSBP1|CSBP2|MAPK14|PRKM14|p38|PRKM15
PRKM15,,CSPB1|CSBP1|CSBP2,MAPK14|PRKM14|p38|Mxi2,CSPB1|CSBP1|CSBP2|MAPK14|PRKM14|p38|Mxi2
MAPK3,,PRKM3,ERK1|p44mapk|p44erk1,PRKM3|ERK1|p44mapk|p44erk1
ERK1,,PRKM3,MAPK3|p44mapk|p44erk1,PRKM3|MAPK3|p44mapk|p44erk1
p44mapk,,PRKM3,MAPK3|ERK1|p44erk1,PRKM3|MAPK3|ERK1|p44erk1
p44erk1,,PRKM3,MAPK3|ERK1|p44mapk,PRKM3|MAPK3|ERK1|p44mapk
MAPK4,,PRKM4,Erk3-related|Erk4,PRKM4|Erk3-related|Erk4
Erk3-related,,PRKM4,MAPK4|Erk4,PRKM4|MAPK4|Erk4
Erk4,,PRKM4,MAPK4|Erk3-related,PRKM4|MAPK4|Erk3-related
MAPK6,,PRKM6,ERK3|p97MAPK|HsT17250,PRKM6|ERK3|p97MAPK|HsT17250
ERK3,,PRKM6,MAPK6|p97MAPK|HsT17250,PRKM6|MAPK6|p97MAPK|HsT17250
p97MAPK,,PRKM6,MAPK6|ERK3|HsT17250,PRKM6|MAPK6|ERK3|HsT17250
HsT17250,,PRKM6,MAPK6|ERK3|p97MAPK,PRKM6|MAPK6|ERK3|p97MAPK
RHOJ,2/20/12,RASL7B|ARHJ,FLJ14445|TCL,RASL7B|ARHJ|FLJ14445|TCL
FLJ14445,2/20/12,RASL7B|ARHJ,RHOJ|TCL,RASL7B|ARHJ|RHOJ|TCL
TCL,2/20/12,RASL7B|ARHJ,RHOJ|FLJ14445,RASL7B|ARHJ|RHOJ|FLJ14445
MAPK7,,PRKM7,BMK1|ERK5,PRKM7|BMK1|ERK5
BMK1,,PRKM7,MAPK7|ERK5,PRKM7|MAPK7|ERK5
ERK5,,PRKM7,MAPK7|BMK1,PRKM7|MAPK7|BMK1
MAPK8,,PRKM8,JNK|JNK1|SAPK1,PRKM8|JNK|JNK1|SAPK1
JNK,,PRKM8,MAPK8|JNK1|SAPK1,PRKM8|MAPK8|JNK1|SAPK1
JNK1,,PRKM8,MAPK8|JNK|SAPK1,PRKM8|MAPK8|JNK|SAPK1
SAPK1,,PRKM8,MAPK8|JNK|JNK1,PRKM8|MAPK8|JNK|JNK1
MAPK8IP1,,PRKM8IP,IB1|JIP-1|JIP1,PRKM8IP|IB1|JIP-1|JIP1
IB1,,PRKM8IP,MAPK8IP1|JIP-1|JIP1,PRKM8IP|MAPK8IP1|JIP-1|JIP1
JIP-1,,PRKM8IP,MAPK8IP1|IB1|JIP1,PRKM8IP|MAPK8IP1|IB1|JIP1
JIP1,,PRKM8IP,MAPK8IP1|IB1|JIP-1,PRKM8IP|MAPK8IP1|IB1|JIP-1
MAPK8IP2,,PRKM8IPL,IB2|JIP2,PRKM8IPL|IB2|JIP2
IB2,,PRKM8IPL,MAPK8IP2|JIP2,PRKM8IPL|MAPK8IP2|JIP2
JIP2,,PRKM8IPL,MAPK8IP2|IB2,PRKM8IPL|MAPK8IP2|IB2
MAPK8IP3,,,KIAA1066|JSAP1|JIP3|syd,KIAA1066|JSAP1|JIP3|syd
KIAA1066,,,MAPK8IP3|JSAP1|JIP3|syd,MAPK8IP3|JSAP1|JIP3|syd
JSAP1,,,MAPK8IP3|KIAA1066|JIP3|syd,MAPK8IP3|KIAA1066|JIP3|syd
JIP3,,,MAPK8IP3|KIAA1066|JSAP1|syd,MAPK8IP3|KIAA1066|JSAP1|syd
syd,,,MAPK8IP3|KIAA1066|JSAP1|JIP3,MAPK8IP3|KIAA1066|JSAP1|JIP3
MAPK8IP1P1,10/20/16,PRKM8IPP|MAPK8IPP,,PRKM8IPP|MAPK8IPP
MAPK9,,PRKM9,JNK2|p54a|SAPK,PRKM9|JNK2|p54a|SAPK
JNK2,,PRKM9,MAPK9|p54a|SAPK,PRKM9|MAPK9|p54a|SAPK
p54a,,PRKM9,MAPK9|JNK2|SAPK,PRKM9|MAPK9|JNK2|SAPK
SAPK,,PRKM9,MAPK9|JNK2|p54a,PRKM9|MAPK9|JNK2|p54a
MAPKAPK2,,,,
MAPKAPK3,,,3pK|MAPKAP3|3PK,3pK|MAPKAP3|3PK
3pK,,,MAPKAPK3|MAPKAP3|3PK,MAPKAPK3|MAPKAP3|3PK
MAPKAP3,,,MAPKAPK3|3pK|3PK,MAPKAPK3|3pK|3PK
3PK,,,MAPKAPK3|3pK|MAPKAP3,MAPKAPK3|3pK|MAPKAP3
MAPKAPK5,,,PRAK,PRAK
PRAK,,,MAPKAPK5,MAPKAPK5
ARIH1,10/20/13,,HARI|HHARI|UBCH7BP|ARI,HARI|HHARI|UBCH7BP|ARI
HARI,10/20/13,,ARIH1|HHARI|UBCH7BP|ARI,ARIH1|HHARI|UBCH7BP|ARI
HHARI,10/20/13,,ARIH1|HARI|UBCH7BP|ARI,ARIH1|HARI|UBCH7BP|ARI
UBCH7BP,10/20/13,,ARIH1|HARI|HHARI|ARI,ARIH1|HARI|HHARI|ARI
ARI,10/20/13,,ARIH1|HARI|HHARI|UBCH7BP,ARIH1|HARI|HHARI|UBCH7BP
MAPRE1,11/20/15,,EB1,EB1
EB1,11/20/15,,MAPRE1,MAPRE1
MAPRE2,11/20/15,,RP1|EB1|EB2,RP1|EB1|EB2
RP1,11/20/15,,MAPRE2|EB1|EB2,MAPRE2|EB1|EB2
EB1,11/20/15,,MAPRE2|RP1|EB2,MAPRE2|RP1|EB2
EB2,11/20/15,,MAPRE2|RP1|EB1,MAPRE2|RP1|EB1
MAPRE3,11/20/15,,RP3|EB3,RP3|EB3
RP3,11/20/15,,MAPRE3|EB3,MAPRE3|EB3
EB3,11/20/15,,MAPRE3|RP3,MAPRE3|RP3
MAPT,11/20/15,DDPAC|MAPTL,MTBT1|tau|PPND|FTDP-17|TAU|MSTD|MTBT2|FLJ31424|MGC138549|PPP1R103,DDPAC|MAPTL|MTBT1|tau|PPND|FTDP-17|TAU|MSTD|MTBT2|FLJ31424|MGC138549|PPP1R103
MTBT1,11/20/15,DDPAC|MAPTL,MAPT|tau|PPND|FTDP-17|TAU|MSTD|MTBT2|FLJ31424|MGC138549|PPP1R103,DDPAC|MAPTL|MAPT|tau|PPND|FTDP-17|TAU|MSTD|MTBT2|FLJ31424|MGC138549|PPP1R103
tau,11/20/15,DDPAC|MAPTL,MAPT|MTBT1|PPND|FTDP-17|TAU|MSTD|MTBT2|FLJ31424|MGC138549|PPP1R103,DDPAC|MAPTL|MAPT|MTBT1|PPND|FTDP-17|TAU|MSTD|MTBT2|FLJ31424|MGC138549|PPP1R103
PPND,11/20/15,DDPAC|MAPTL,MAPT|MTBT1|tau|FTDP-17|TAU|MSTD|MTBT2|FLJ31424|MGC138549|PPP1R103,DDPAC|MAPTL|MAPT|MTBT1|tau|FTDP-17|TAU|MSTD|MTBT2|FLJ31424|MGC138549|PPP1R103
FTDP-17,11/20/15,DDPAC|MAPTL,MAPT|MTBT1|tau|PPND|TAU|MSTD|MTBT2|FLJ31424|MGC138549|PPP1R103,DDPAC|MAPTL|MAPT|MTBT1|tau|PPND|TAU|MSTD|MTBT2|FLJ31424|MGC138549|PPP1R103
TAU,11/20/15,DDPAC|MAPTL,MAPT|MTBT1|tau|PPND|FTDP-17|MSTD|MTBT2|FLJ31424|MGC138549|PPP1R103,DDPAC|MAPTL|MAPT|MTBT1|tau|PPND|FTDP-17|MSTD|MTBT2|FLJ31424|MGC138549|PPP1R103
MSTD,11/20/15,DDPAC|MAPTL,MAPT|MTBT1|tau|PPND|FTDP-17|TAU|MTBT2|FLJ31424|MGC138549|PPP1R103,DDPAC|MAPTL|MAPT|MTBT1|tau|PPND|FTDP-17|TAU|MTBT2|FLJ31424|MGC138549|PPP1R103
MTBT2,11/20/15,DDPAC|MAPTL,MAPT|MTBT1|tau|PPND|FTDP-17|TAU|MSTD|FLJ31424|MGC138549|PPP1R103,DDPAC|MAPTL|MAPT|MTBT1|tau|PPND|FTDP-17|TAU|MSTD|FLJ31424|MGC138549|PPP1R103
FLJ31424,11/20/15,DDPAC|MAPTL,MAPT|MTBT1|tau|PPND|FTDP-17|TAU|MSTD|MTBT2|MGC138549|PPP1R103,DDPAC|MAPTL|MAPT|MTBT1|tau|PPND|FTDP-17|TAU|MSTD|MTBT2|MGC138549|PPP1R103
MGC138549,11/20/15,DDPAC|MAPTL,MAPT|MTBT1|tau|PPND|FTDP-17|TAU|MSTD|MTBT2|FLJ31424|PPP1R103,DDPAC|MAPTL|MAPT|MTBT1|tau|PPND|FTDP-17|TAU|MSTD|MTBT2|FLJ31424|PPP1R103
PPP1R103,11/20/15,DDPAC|MAPTL,MAPT|MTBT1|tau|PPND|FTDP-17|TAU|MSTD|MTBT2|FLJ31424|MGC138549,DDPAC|MAPTL|MAPT|MTBT1|tau|PPND|FTDP-17|TAU|MSTD|MTBT2|FLJ31424|MGC138549
MAPTL~,,,,
MARCO,,,SCARA2|SR-A6,SCARA2|SR-A6
SCARA2,,,MARCO|SR-A6,MARCO|SR-A6
SR-A6,,,MARCO|SCARA2,MARCO|SCARA2
MARK1,2/20/16,,MARK|PAR-1C,MARK|PAR-1C
MARK,2/20/16,,MARK1|PAR-1C,MARK1|PAR-1C
PAR-1C,2/20/16,,MARK1|MARK,MARK1|MARK
MARK3,2/20/16,,CTAK1|KP78|PAR-1A,CTAK1|KP78|PAR-1A
CTAK1,2/20/16,,MARK3|KP78|PAR-1A,MARK3|KP78|PAR-1A
KP78,2/20/16,,MARK3|CTAK1|PAR-1A,MARK3|CTAK1|PAR-1A
PAR-1A,2/20/16,,MARK3|CTAK1|KP78,MARK3|CTAK1|KP78
MARS,2/20/07,,MetRS|SPG70|CMT2U,MetRS|SPG70|CMT2U
MetRS,2/20/07,,MARS|SPG70|CMT2U,MARS|SPG70|CMT2U
SPG70,2/20/07,,MARS|MetRS|CMT2U,MARS|MetRS|CMT2U
CMT2U,2/20/07,,MARS|MetRS|SPG70,MARS|MetRS|SPG70
MAS1,6/20/14,,,
ABCE1,11/20/15,RNASEL1|RNASELI|RNS4I,RLI|OABP|RLI1,RNASEL1|RNASELI|RNS4I|RLI|OABP|RLI1
RLI,11/20/15,RNASEL1|RNASELI|RNS4I,ABCE1|OABP|RLI1,RNASEL1|RNASELI|RNS4I|ABCE1|OABP|RLI1
OABP,11/20/15,RNASEL1|RNASELI|RNS4I,ABCE1|RLI|RLI1,RNASEL1|RNASELI|RNS4I|ABCE1|RLI|RLI1
RLI1,11/20/15,RNASEL1|RNASELI|RNS4I,ABCE1|RLI|OABP,RNASEL1|RNASELI|RNS4I|ABCE1|RLI|OABP
ARIH2,10/20/13,,TRIAD1,TRIAD1
TRIAD1,10/20/13,,ARIH2,ARIH2
MASA~,,,,
MASP1,3/20/16,CRARF|PRSS5,MASP,CRARF|PRSS5|MASP
MASP,3/20/16,CRARF|PRSS5,MASP1,CRARF|PRSS5|MASP1
MASP2,3/20/16,MASP1P1,,MASP1P1
MAT1A,1/20/16,,MAT|SAMS|MATA1|SAMS1,MAT|SAMS|MATA1|SAMS1
MAT,1/20/16,,MAT1A|SAMS|MATA1|SAMS1,MAT1A|SAMS|MATA1|SAMS1
SAMS,1/20/16,,MAT1A|MAT|MATA1|SAMS1,MAT1A|MAT|MATA1|SAMS1
MATA1,1/20/16,,MAT1A|MAT|SAMS|SAMS1,MAT1A|MAT|SAMS|SAMS1
SAMS1,1/20/16,,MAT1A|MAT|SAMS|MATA1,MAT1A|MAT|SAMS|MATA1
MAT2A,1/20/16,,SAMS2|MATA2|MATII,SAMS2|MATA2|MATII
SAMS2,1/20/16,,MAT2A|MATA2|MATII,MAT2A|MATA2|MATII
MATA2,1/20/16,,MAT2A|SAMS2|MATII,MAT2A|SAMS2|MATII
MATII,1/20/16,,MAT2A|SAMS2|MATA2,MAT2A|SAMS2|MATA2
MAT2B,1/20/16,,MATIIbeta|SDR23E1,MATIIbeta|SDR23E1
MATIIbeta,1/20/16,,MAT2B|SDR23E1,MAT2B|SDR23E1
SDR23E1,1/20/16,,MAT2B|MATIIbeta,MAT2B|MATIIbeta
MATK,,,HYLTK|CTK|HYL|Lsk|CHK|HHYLTK|DKFZp434N1212|MGC1708|MGC2101,HYLTK|CTK|HYL|Lsk|CHK|HHYLTK|DKFZp434N1212|MGC1708|MGC2101
HYLTK,,,MATK|CTK|HYL|Lsk|CHK|HHYLTK|DKFZp434N1212|MGC1708|MGC2101,MATK|CTK|HYL|Lsk|CHK|HHYLTK|DKFZp434N1212|MGC1708|MGC2101
CTK,,,MATK|HYLTK|HYL|Lsk|CHK|HHYLTK|DKFZp434N1212|MGC1708|MGC2101,MATK|HYLTK|HYL|Lsk|CHK|HHYLTK|DKFZp434N1212|MGC1708|MGC2101
HYL,,,MATK|HYLTK|CTK|Lsk|CHK|HHYLTK|DKFZp434N1212|MGC1708|MGC2101,MATK|HYLTK|CTK|Lsk|CHK|HHYLTK|DKFZp434N1212|MGC1708|MGC2101
Lsk,,,MATK|HYLTK|CTK|HYL|CHK|HHYLTK|DKFZp434N1212|MGC1708|MGC2101,MATK|HYLTK|CTK|HYL|CHK|HHYLTK|DKFZp434N1212|MGC1708|MGC2101
CHK,,,MATK|HYLTK|CTK|HYL|Lsk|HHYLTK|DKFZp434N1212|MGC1708|MGC2101,MATK|HYLTK|CTK|HYL|Lsk|HHYLTK|DKFZp434N1212|MGC1708|MGC2101
HHYLTK,,,MATK|HYLTK|CTK|HYL|Lsk|CHK|DKFZp434N1212|MGC1708|MGC2101,MATK|HYLTK|CTK|HYL|Lsk|CHK|DKFZp434N1212|MGC1708|MGC2101
DKFZp434N1212,,,MATK|HYLTK|CTK|HYL|Lsk|CHK|HHYLTK|MGC1708|MGC2101,MATK|HYLTK|CTK|HYL|Lsk|CHK|HHYLTK|MGC1708|MGC2101
MGC1708,,,MATK|HYLTK|CTK|HYL|Lsk|CHK|HHYLTK|DKFZp434N1212|MGC2101,MATK|HYLTK|CTK|HYL|Lsk|CHK|HHYLTK|DKFZp434N1212|MGC2101
MGC2101,,,MATK|HYLTK|CTK|HYL|Lsk|CHK|HHYLTK|DKFZp434N1212|MGC1708,MATK|HYLTK|CTK|HYL|Lsk|CHK|HHYLTK|DKFZp434N1212|MGC1708
MATN1,,CRTM|CMP,,CRTM|CMP
MATN2,,,,
MATN3,,,EDM5|HOA,EDM5|HOA
EDM5,,,MATN3|HOA,MATN3|HOA
HOA,,,MATN3|EDM5,MATN3|EDM5
PHOX2A,1/20/16,ARIX|FEOM2,PMX2A|CFEOM2,ARIX|FEOM2|PMX2A|CFEOM2
PMX2A,1/20/16,ARIX|FEOM2,PHOX2A|CFEOM2,ARIX|FEOM2|PHOX2A|CFEOM2
CFEOM2,1/20/16,ARIX|FEOM2,PHOX2A|PMX2A,ARIX|FEOM2|PHOX2A|PMX2A
MATN4,,,,
MATR1~,,,,
MATR3,,MPD2,KIAA0723|MGC9105|VCPDM,MPD2|KIAA0723|MGC9105|VCPDM
KIAA0723,,MPD2,MATR3|MGC9105|VCPDM,MPD2|MATR3|MGC9105|VCPDM
MGC9105,,MPD2,MATR3|KIAA0723|VCPDM,MPD2|MATR3|KIAA0723|VCPDM
VCPDM,,MPD2,MATR3|KIAA0723|MGC9105,MPD2|MATR3|KIAA0723|MGC9105
MAX,2/20/05,,bHLHd4|bHLHd5|bHLHd6|bHLHd7|bHLHd8,bHLHd4|bHLHd5|bHLHd6|bHLHd7|bHLHd8
bHLHd4,2/20/05,,MAX|bHLHd5|bHLHd6|bHLHd7|bHLHd8,MAX|bHLHd5|bHLHd6|bHLHd7|bHLHd8
bHLHd5,2/20/05,,MAX|bHLHd4|bHLHd6|bHLHd7|bHLHd8,MAX|bHLHd4|bHLHd6|bHLHd7|bHLHd8
bHLHd6,2/20/05,,MAX|bHLHd4|bHLHd5|bHLHd7|bHLHd8,MAX|bHLHd4|bHLHd5|bHLHd7|bHLHd8
bHLHd7,2/20/05,,MAX|bHLHd4|bHLHd5|bHLHd6|bHLHd8,MAX|bHLHd4|bHLHd5|bHLHd6|bHLHd8
bHLHd8,2/20/05,,MAX|bHLHd4|bHLHd5|bHLHd6|bHLHd7,MAX|bHLHd4|bHLHd5|bHLHd6|bHLHd7
MAZ,2/20/16,,ZF87|Pur-1|Zif87|ZNF801,ZF87|Pur-1|Zif87|ZNF801
ZF87,2/20/16,,MAZ|Pur-1|Zif87|ZNF801,MAZ|Pur-1|Zif87|ZNF801
Pur-1,2/20/16,,MAZ|ZF87|Zif87|ZNF801,MAZ|ZF87|Zif87|ZNF801
Zif87,2/20/16,,MAZ|ZF87|Pur-1|ZNF801,MAZ|ZF87|Pur-1|ZNF801
ZNF801,2/20/16,,MAZ|ZF87|Pur-1|Zif87,MAZ|ZF87|Pur-1|Zif87
MB,,,PVALB,PVALB
PVALB,,,MB,MB
MBD1,,,PCM1|CXXC3,PCM1|CXXC3
PCM1,,,MBD1|CXXC3,MBD1|CXXC3
CXXC3,,,MBD1|PCM1,MBD1|PCM1
MBD2,,,,
MBD3,,,,
MBD4,3/20/16,,MED1,MED1
MED1,3/20/16,,MBD4,MBD4
ARL1,11/20/15,,ARFL1,ARFL1
ARFL1,11/20/15,,ARL1,ARL1
MBL~,,,,
MBL1P,6/20/16,MBL1P1,COLEC3P,MBL1P1|COLEC3P
COLEC3P,6/20/16,MBL1P1,MBL1P,MBL1P1|MBL1P
MBL2,2/20/16,MBL,COLEC1,MBL|COLEC1
COLEC1,2/20/16,MBL,MBL2,MBL|MBL2
MBNL1,11/20/15,MBNL,KIAA0428|EXP42|EXP40|EXP35|EXP,MBNL|KIAA0428|EXP42|EXP40|EXP35|EXP
KIAA0428,11/20/15,MBNL,MBNL1|EXP42|EXP40|EXP35|EXP,MBNL|MBNL1|EXP42|EXP40|EXP35|EXP
EXP42,11/20/15,MBNL,MBNL1|KIAA0428|EXP40|EXP35|EXP,MBNL|MBNL1|KIAA0428|EXP40|EXP35|EXP
EXP40,11/20/15,MBNL,MBNL1|KIAA0428|EXP42|EXP35|EXP,MBNL|MBNL1|KIAA0428|EXP42|EXP35|EXP
EXP35,11/20/15,MBNL,MBNL1|KIAA0428|EXP42|EXP40|EXP,MBNL|MBNL1|KIAA0428|EXP42|EXP40|EXP
EXP,11/20/15,MBNL,MBNL1|KIAA0428|EXP42|EXP40|EXP35,MBNL|MBNL1|KIAA0428|EXP42|EXP40|EXP35
LAPTM4A,8/20/08,MBNT,HUMORF13|KIAA0108|Mtrp|LAPTM4,MBNT|HUMORF13|KIAA0108|Mtrp|LAPTM4
HUMORF13,8/20/08,MBNT,LAPTM4A|KIAA0108|Mtrp|LAPTM4,MBNT|LAPTM4A|KIAA0108|Mtrp|LAPTM4
KIAA0108,8/20/08,MBNT,LAPTM4A|HUMORF13|Mtrp|LAPTM4,MBNT|LAPTM4A|HUMORF13|Mtrp|LAPTM4
Mtrp,8/20/08,MBNT,LAPTM4A|HUMORF13|KIAA0108|LAPTM4,MBNT|LAPTM4A|HUMORF13|KIAA0108|LAPTM4
LAPTM4,8/20/08,MBNT,LAPTM4A|HUMORF13|KIAA0108|Mtrp,MBNT|LAPTM4A|HUMORF13|KIAA0108|Mtrp
MBP,,,,
MBS1,,MBS,,MBS
MBS2,,,HCFP1,HCFP1
HCFP1,,,MBS2,MBS2
MBS3,,,HCFP2,HCFP2
HCFP2,,,MBS3,MBS3
MC1R,2/20/16,,MSH-R,MSH-R
MSH-R,2/20/16,,MC1R,MC1R
ARL2,11/20/15,,ARFL2,ARFL2
ARFL2,11/20/15,,ARL2,ARL2
MC2R,2/20/16,,ACTHR,ACTHR
ACTHR,2/20/16,,MC2R,MC2R
MC3R,,,MC3,MC3
MC3,,,MC3R,MC3R
MC4R,,,,
MC5R,,,,
MCAM,,,MUC18|CD146,MUC18|CD146
MUC18,,,MCAM|CD146,MCAM|CD146
CD146,,,MCAM|MUC18,MCAM|MUC18
MCC,,,,
MCCC1,11/20/15,,MCCA,MCCA
MCCA,11/20/15,,MCCC1,MCCC1
MCCC2,11/20/15,,MCCB,MCCB
MCCB,11/20/15,,MCCC2,MCCC2
CHST6,3/20/16,MCDC1,,MCDC1
MCDR1,,,,
ARL3,11/20/15,,ARFL3,ARFL3
ARFL3,11/20/15,,ARL3,ARL3
MCF2,,,DBL|ARHGEF21,DBL|ARHGEF21
DBL,,,MCF2|ARHGEF21,MCF2|ARHGEF21
ARHGEF21,,,MCF2|DBL,MCF2|DBL
MCKD1~,,,,
MCKD2,,,ADMCKD2,ADMCKD2
ADMCKD2,,,MCKD2,MCKD2
MCL1,3/20/17,,BCL2L3|Mcl-1,BCL2L3|Mcl-1
BCL2L3,3/20/17,,MCL1|Mcl-1,MCL1|Mcl-1
Mcl-1,3/20/17,,MCL1|BCL2L3,MCL1|BCL2L3
MCM2,4/20/07,CCNL1|CDCL1,D3S3194|KIAA0030|BM28|cdc19,CCNL1|CDCL1|D3S3194|KIAA0030|BM28|cdc19
D3S3194,4/20/07,CCNL1|CDCL1,MCM2|KIAA0030|BM28|cdc19,CCNL1|CDCL1|MCM2|KIAA0030|BM28|cdc19
KIAA0030,4/20/07,CCNL1|CDCL1,MCM2|D3S3194|BM28|cdc19,CCNL1|CDCL1|MCM2|D3S3194|BM28|cdc19
BM28,4/20/07,CCNL1|CDCL1,MCM2|D3S3194|KIAA0030|cdc19,CCNL1|CDCL1|MCM2|D3S3194|KIAA0030|cdc19
cdc19,4/20/07,CCNL1|CDCL1,MCM2|D3S3194|KIAA0030|BM28,CCNL1|CDCL1|MCM2|D3S3194|KIAA0030|BM28
MCM3,4/20/07,,,
MCM3AP,4/20/07,,Map80|KIAA0572|GANP|SAC3,Map80|KIAA0572|GANP|SAC3
Map80,4/20/07,,MCM3AP|KIAA0572|GANP|SAC3,MCM3AP|KIAA0572|GANP|SAC3
KIAA0572,4/20/07,,MCM3AP|Map80|GANP|SAC3,MCM3AP|Map80|GANP|SAC3
GANP,4/20/07,,MCM3AP|Map80|KIAA0572|SAC3,MCM3AP|Map80|KIAA0572|SAC3
SAC3,4/20/07,,MCM3AP|Map80|KIAA0572|GANP,MCM3AP|Map80|KIAA0572|GANP
MCM4,4/20/07,CDC21,CDC54|hCdc21|P1-Cdc21|MGC33310,CDC21|CDC54|hCdc21|P1-Cdc21|MGC33310
CDC54,4/20/07,CDC21,MCM4|hCdc21|P1-Cdc21|MGC33310,CDC21|MCM4|hCdc21|P1-Cdc21|MGC33310
hCdc21,4/20/07,CDC21,MCM4|CDC54|P1-Cdc21|MGC33310,CDC21|MCM4|CDC54|P1-Cdc21|MGC33310
P1-Cdc21,4/20/07,CDC21,MCM4|CDC54|hCdc21|MGC33310,CDC21|MCM4|CDC54|hCdc21|MGC33310
MGC33310,4/20/07,CDC21,MCM4|CDC54|hCdc21|P1-Cdc21,CDC21|MCM4|CDC54|hCdc21|P1-Cdc21
MCM5,4/20/07,CDC46,,CDC46
MCM6,4/20/07,,Mis5,Mis5
Mis5,4/20/07,,MCM6,MCM6
ARL4A,11/20/15,ARL4,,ARL4
MCM7,4/20/07,MCM2,CDC47|PPP1R104,MCM2|CDC47|PPP1R104
CDC47,4/20/07,MCM2,MCM7|PPP1R104,MCM2|MCM7|PPP1R104
PPP1R104,4/20/07,MCM2,MCM7|CDC47,MCM2|MCM7|CDC47
MCNAA~,,,,
MCO~,,,,
CD46,1/20/16,MIC10|MCP,TRA2.10|MGC26544|TLX,MIC10|MCP|TRA2.10|MGC26544|TLX
TRA2.10,1/20/16,MIC10|MCP,CD46|MGC26544|TLX,MIC10|MCP|CD46|MGC26544|TLX
MGC26544,1/20/16,MIC10|MCP,CD46|TRA2.10|TLX,MIC10|MCP|CD46|TRA2.10|TLX
TLX,1/20/16,MIC10|MCP,CD46|TRA2.10|MGC26544,MIC10|MCP|CD46|TRA2.10|MGC26544
MCPH1,11/20/07,,FLJ12847|BRIT1,FLJ12847|BRIT1
FLJ12847,11/20/07,,MCPH1|BRIT1,MCPH1|BRIT1
BRIT1,11/20/07,,MCPH1|FLJ12847,MCPH1|FLJ12847
MCPH2~,,,,
MCPH3~,,,,
MCPH4~,,,,
MCPH5~,,,,
CD46P1,1/20/16,MCPL|CD46P,,MCPL|CD46P
ARL5A,11/20/15,ARL5,,ARL5
MCRS1,,,ICP22BP|MSP58|P78|MCRS2|INO80Q,ICP22BP|MSP58|P78|MCRS2|INO80Q
ICP22BP,,,MCRS1|MSP58|P78|MCRS2|INO80Q,MCRS1|MSP58|P78|MCRS2|INO80Q
MSP58,,,MCRS1|ICP22BP|P78|MCRS2|INO80Q,MCRS1|ICP22BP|P78|MCRS2|INO80Q
P78,,,MCRS1|ICP22BP|MSP58|MCRS2|INO80Q,MCRS1|ICP22BP|MSP58|MCRS2|INO80Q
MCRS2,,,MCRS1|ICP22BP|MSP58|P78|INO80Q,MCRS1|ICP22BP|MSP58|P78|INO80Q
INO80Q,,,MCRS1|ICP22BP|MSP58|P78|MCRS2,MCRS1|ICP22BP|MSP58|P78|MCRS2
MCS,,MRXS4,,MRXS4
SMCP,1/20/16,MCSP,,MCSP
MDC~,,,,
MDCR~,,,,
MDF1~,,,,
MDF2~,,,,
MDFI,,,I-mfa,I-mfa
I-mfa,,,MDFI,MDFI
DNAJB9,11/20/15,MDG1,,MDG1
MDGI~,,,,
ARL6IP1,11/20/15,ARL6IP,AIP1|ARMER|KIAA0069|SPG61,ARL6IP|AIP1|ARMER|KIAA0069|SPG61
AIP1,11/20/15,ARL6IP,ARL6IP1|ARMER|KIAA0069|SPG61,ARL6IP|ARL6IP1|ARMER|KIAA0069|SPG61
ARMER,11/20/15,ARL6IP,ARL6IP1|AIP1|KIAA0069|SPG61,ARL6IP|ARL6IP1|AIP1|KIAA0069|SPG61
KIAA0069,11/20/15,ARL6IP,ARL6IP1|AIP1|ARMER|SPG61,ARL6IP|ARL6IP1|AIP1|ARMER|SPG61
SPG61,11/20/15,ARL6IP,ARL6IP1|AIP1|ARMER|KIAA0069,ARL6IP|ARL6IP1|AIP1|ARMER|KIAA0069
MDH1,11/20/15,,,
MDH2,11/20/15,,,
MDK,,NEGF2,MK|FLJ27379,NEGF2|MK|FLJ27379
MK,,NEGF2,MDK|FLJ27379,NEGF2|MDK|FLJ27379
FLJ27379,,NEGF2,MDK|MK,NEGF2|MDK|MK
MDM2,3/20/16,,HDM2|MGC5370,HDM2|MGC5370
HDM2,3/20/16,,MDM2|MGC5370,MDM2|MGC5370
MGC5370,3/20/16,,MDM2|HDM2,MDM2|HDM2
MDM4,3/20/14,,MDMX|HDMX,MDMX|HDMX
MDMX,3/20/14,,MDM4|HDMX,MDM4|HDMX
HDMX,3/20/14,,MDM4|MDMX,MDM4|MDMX
MDR1~,,,,
MDR3~,,,,
MDRS1~,,,,
MDRV,,,,
MDS1~,,,,
ARL4C,11/20/15,ARL7,LAK,ARL7|LAK
LAK,11/20/15,ARL7,ARL4C,ARL7|ARL4C
MDU1~,,,,
MDU2~,,,,
